season,crop_name,pest&disease_name,state,district,week1,week2,Tmin1,Tmin2,Tmax1,Tmax2,Tavg1,Tavg2,RHavg1,RHavg2,RHmax1,RHmax2,RHmin1,RHmin2,Rain1,Rain2,SSH1,SSH2,Wind1,Wind2,pest_slug
Kharif,Redgram,Pod Borer,Odisha,Sambalpur,13,16,23,25,32,34,,,,,72,78,50,56,55,75,6,8,3,6,pod-borer
Kharif,Redgram,Pod Borer,Odisha,Sonepur,13,16,23,25,32,34,,,,,70,76,48,54,50,70,6,8,3,5,pod-borer
Kharif,Redgram,Pod Borer,Odisha,Sundargarh,13,16,22,24,31,33,,,,,72,78,50,56,60,80,6,8,3,6,pod-borer
Kharif,Redgram,Tobacco Caterpillar,Odisha,Angul,7,14,24,26,31,33,,,,,80,86,58,64,70,95,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Balasore,7,13,25,27,30,32,,,,,82,88,60,66,85,110,4,6,4,7,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Bargarh,8,14,23,25,32,34,,,,,78,84,56,62,65,90,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Bhadrak,7,13,25,27,30,31,,,,,84,90,62,68,90,115,4,6,4,7,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Balangir,8,14,24,26,33,35,,,,,76,82,54,60,60,80,6,8,3,5,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Boudh,8,14,23,25,32,34,,,,,78,84,56,62,65,85,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Cuttack,7,13,25,27,30,32,,,,,82,88,60,66,80,105,4,6,4,7,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Deogarh,8,14,23,25,31,33,,,,,80,86,58,64,70,95,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Dhenkanal,7,14,24,26,31,33,,,,,80,86,58,64,70,95,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Gajapati,8,14,23,25,29,31,,,,,86,92,66,72,95,125,4,6,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Ganjam,8,14,24,26,30,32,,,,,84,90,64,70,90,120,4,6,4,7,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Jagatsinghapur,7,13,25,27,30,31,,,,,86,92,66,72,95,125,4,6,4,7,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Jajpur,7,13,25,27,30,32,,,,,84,90,64,70,90,115,4,6,4,7,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Jharsuguda,8,14,24,26,32,34,,,,,78,84,56,62,65,85,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Kalahandi,8,14,23,25,33,35,,,,,76,82,54,60,60,80,6,8,3,5,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Kandhamal,8,14,22,24,30,32,,,,,82,88,60,66,75,100,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Kendrapara,7,13,25,27,30,31,,,,,86,92,66,72,95,125,4,6,4,7,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Keonjhar,8,14,23,25,31,33,,,,,80,86,58,64,70,95,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Khordha,7,13,25,27,30,32,,,,,84,90,64,70,90,120,4,6,4,7,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Koraput,8,14,21,23,28,30,,,,,88,94,68,74,105,140,4,6,3,5,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Malkangiri,8,14,22,24,29,31,,,,,90,96,70,76,110,150,4,6,3,5,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Mayurbhanj,8,14,23,25,31,33,,,,,80,86,58,64,75,100,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Nabarangpur,8,14,22,24,29,31,,,,,88,94,68,74,105,140,4,6,3,5,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Nayagarh,8,14,23,25,31,33,,,,,80,86,58,64,70,95,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Nuapada,8,14,24,26,32,34,,,,,78,84,56,62,65,85,5,7,3,5,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Puri,7,13,25,27,30,31,,,,,86,92,66,72,95,125,4,6,4,7,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Rayagada,8,14,22,24,29,31,,,,,90,96,70,76,110,150,4,6,3,5,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Sambalpur,8,14,24,26,32,34,,,,,80,86,58,64,70,95,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Sonepur,8,14,24,26,32,34,,,,,78,84,56,62,65,85,5,7,3,5,tobacco-caterpillar
Kharif,Redgram,Tobacco Caterpillar,Odisha,Sundargarh,8,14,23,25,31,33,,,,,80,86,58,64,75,100,5,7,3,6,tobacco-caterpillar
Kharif,Redgram,Pod Fly,Odisha,Angul,13,16,22,24,30,32,,,,,80,86,58,64,65,85,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Balasore,13,16,23,25,29,31,,,,,82,88,60,66,75,100,4,6,4,7,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Bargarh,13,16,21,23,31,33,,,,,78,84,56,62,60,80,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Bhadrak,13,16,23,25,29,30,,,,,84,90,62,68,80,105,4,6,4,7,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Balangir,13,16,22,24,32,34,,,,,75,82,54,60,55,75,6,8,3,5,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Boudh,13,16,21,23,31,33,,,,,78,84,56,62,60,80,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Cuttack,13,16,23,25,29,31,,,,,82,88,60,66,75,100,4,6,4,7,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Deogarh,13,16,21,23,30,32,,,,,80,86,58,64,65,85,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Dhenkanal,13,16,22,24,30,32,,,,,80,86,58,64,65,85,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Gajapati,13,16,21,23,28,30,,,,,86,92,66,72,85,115,4,6,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Ganjam,13,16,22,24,29,31,,,,,84,90,64,70,80,110,4,6,4,7,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Jagatsinghapur,13,16,23,25,29,30,,,,,86,92,66,72,85,115,4,6,4,7,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Jajpur,13,16,23,25,29,31,,,,,84,90,64,70,80,105,4,6,4,7,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Jharsuguda,13,16,22,24,31,33,,,,,78,84,56,62,60,80,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Kalahandi,13,16,21,23,32,34,,,,,75,82,54,60,55,75,6,8,3,5,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Kandhamal,14,16,20,22,29,31,,,,,80,86,58,64,70,95,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Kendrapara,13,16,23,25,29,30,,,,,86,92,66,72,85,115,4,6,4,7,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Keonjhar,13,16,21,23,30,32,,,,,80,86,58,64,65,85,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Khordha,13,16,23,25,29,31,,,,,84,90,64,70,80,110,4,6,4,7,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Koraput,14,16,19,21,27,29,,,,,88,94,68,74,95,130,4,6,3,5,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Malkangiri,14,16,20,22,28,30,,,,,90,96,70,76,100,140,4,6,3,5,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Mayurbhanj,13,16,21,23,30,32,,,,,80,86,58,64,70,95,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Nabarangpur,14,16,20,22,28,30,,,,,88,94,68,74,95,130,4,6,3,5,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Nayagarh,13,16,21,23,30,32,,,,,80,86,58,64,65,85,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Nuapada,13,16,22,24,31,33,,,,,78,84,56,62,60,80,5,7,3,5,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Puri,13,16,23,25,29,30,,,,,86,92,66,72,85,115,4,6,4,7,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Rayagada,14,16,20,22,28,30,,,,,90,96,70,76,100,140,4,6,3,5,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Sambalpur,13,16,22,24,31,33,,,,,80,86,58,64,65,85,5,7,3,6,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Sonepur,13,16,22,24,31,33,,,,,78,84,56,62,60,80,5,7,3,5,pod-fly
Kharif,Redgram,Pod Fly,Odisha,Sundargarh,13,16,21,23,30,32,,,,,80,86,58,64,70,95,5,7,3,6,pod-fly
Kharif,Redgram,Dry Root Rot,Odisha,Angul,6,14,24,26,33,35,,,,,70,76,48,54,40,60,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Balasore,6,13,25,27,32,34,,,,,72,78,50,56,50,70,6,8,4,7,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Bargarh,7,14,23,25,34,36,,,,,68,74,46,52,35,55,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Bhadrak,6,13,25,27,32,33,,,,,74,80,52,58,55,75,6,8,4,7,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Balangir,7,14,24,26,35,37,,,,,65,72,44,50,30,50,8,10,3,5,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Boudh,7,14,23,25,34,36,,,,,68,74,46,52,35,55,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Cuttack,6,13,25,27,32,34,,,,,72,78,50,56,50,70,6,8,4,7,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Deogarh,7,14,23,25,33,35,,,,,70,76,48,54,40,60,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Dhenkanal,6,14,24,26,33,35,,,,,70,76,48,54,40,60,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Gajapati,7,14,23,25,31,33,,,,,76,82,54,60,55,75,6,8,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Ganjam,7,14,24,26,32,34,,,,,74,80,52,58,50,70,6,8,4,7,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Jagatsinghapur,6,13,25,27,32,33,,,,,76,82,54,60,55,75,6,8,4,7,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Jajpur,6,13,25,27,32,34,,,,,74,80,52,58,55,75,6,8,4,7,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Jharsuguda,7,14,24,26,34,36,,,,,68,74,46,52,35,55,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Kalahandi,7,14,23,25,35,37,,,,,65,72,44,50,30,50,8,10,3,5,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Kandhamal,8,15,22,24,32,34,,,,,70,76,48,54,45,65,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Kendrapara,6,13,25,27,32,33,,,,,76,82,54,60,55,75,6,8,4,7,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Keonjhar,7,14,23,25,33,35,,,,,70,76,48,54,40,60,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Khordha,6,13,25,27,32,34,,,,,74,80,52,58,50,70,6,8,4,7,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Koraput,8,15,21,23,30,32,,,,,78,84,56,62,60,85,6,8,3,5,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Malkangiri,8,15,22,24,31,33,,,,,80,86,58,64,65,90,6,8,3,5,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Mayurbhanj,7,14,23,25,33,35,,,,,70,76,48,54,45,65,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Nabarangpur,8,15,22,24,31,33,,,,,78,84,56,62,60,85,6,8,3,5,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Nayagarh,7,14,23,25,33,35,,,,,70,76,48,54,40,60,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Nuapada,7,14,24,26,34,36,,,,,68,74,46,52,35,55,7,9,3,5,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Puri,6,13,25,27,32,33,,,,,76,82,54,60,55,75,6,8,4,7,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Rayagada,8,15,22,24,31,33,,,,,80,86,58,64,65,90,6,8,3,5,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Sambalpur,7,14,24,26,34,36,,,,,70,76,48,54,40,60,7,9,3,6,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Sonepur,7,14,24,26,34,36,,,,,68,74,46,52,35,55,7,9,3,5,dry-root-rot
Kharif,Redgram,Dry Root Rot,Odisha,Sundargarh,7,14,23,25,33,35,,,,,70,76,48,54,45,65,7,9,3,6,dry-root-rot
Kharif,Redgram,Powdery Mildew,Odisha,Angul,8,15,23,25,29,31,,,,,82,88,58,64,20,40,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Balasore,8,14,24,26,28,30,,,,,84,90,60,66,25,45,5,7,4,7,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Bargarh,9,15,22,24,30,32,,,,,80,86,56,62,15,35,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Bhadrak,8,14,24,26,28,29,,,,,86,92,62,68,30,50,5,7,4,7,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Balangir,9,15,23,25,31,33,,,,,78,84,54,60,10,30,7,9,3,5,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Boudh,9,15,22,24,30,32,,,,,80,86,56,62,15,35,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Cuttack,8,14,24,26,28,30,,,,,84,90,60,66,25,45,5,7,4,7,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Deogarh,9,15,22,24,29,31,,,,,82,88,58,64,20,40,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Dhenkanal,8,15,23,25,29,31,,,,,82,88,58,64,20,40,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Gajapati,9,15,22,24,27,29,,,,,88,94,64,70,30,55,5,7,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Ganjam,9,15,23,25,28,30,,,,,86,92,62,68,25,50,5,7,4,7,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Jagatsinghapur,8,14,24,26,28,29,,,,,88,94,64,70,30,55,5,7,4,7,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Jajpur,8,14,24,26,28,30,,,,,86,92,62,68,25,50,5,7,4,7,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Jharsuguda,9,15,23,25,30,32,,,,,80,86,56,62,15,35,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Kalahandi,9,15,22,24,31,33,,,,,78,84,54,60,10,30,7,9,3,5,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Kandhamal,10,16,21,23,28,30,,,,,82,88,58,64,20,45,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Kendrapara,8,14,24,26,28,29,,,,,88,94,64,70,30,55,5,7,4,7,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Keonjhar,9,15,22,24,29,31,,,,,82,88,58,64,20,40,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Khordha,8,14,24,26,28,30,,,,,86,92,62,68,25,50,5,7,4,7,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Koraput,10,16,20,22,26,28,,,,,90,96,66,72,35,60,5,7,3,5,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Malkangiri,10,16,21,23,27,29,,,,,92,98,68,74,40,65,5,7,3,5,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Mayurbhanj,9,15,22,24,29,31,,,,,82,88,58,64,25,45,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Nabarangpur,10,16,21,23,27,29,,,,,90,96,66,72,35,60,5,7,3,5,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Nayagarh,9,15,22,24,29,31,,,,,82,88,58,64,20,40,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Nuapada,9,15,23,25,30,32,,,,,80,86,56,62,15,35,6,8,3,5,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Puri,8,14,24,26,28,29,,,,,88,94,64,70,30,55,5,7,4,7,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Rayagada,10,16,21,23,27,29,,,,,92,98,68,74,40,65,5,7,3,5,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Sambalpur,9,15,23,25,30,32,,,,,82,88,58,64,20,40,6,8,3,6,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Sonepur,9,15,23,25,30,32,,,,,80,86,56,62,15,35,6,8,3,5,powdery-mildew
Kharif,Redgram,Powdery Mildew,Odisha,Sundargarh,9,15,22,24,29,31,,,,,82,88,58,64,25,45,6,8,3,6,powdery-mildew
Kharif,Redgram,Fusarium Wilt,Odisha,Angul,4,9,23,25,31,33,,,,,88,92,62,68,85,110,3,5,4,8,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Balasore,4,8,24,26,30,32,,,,,90,94,65,70,120,150,2,4,5,9,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Bargarh,5,10,22,24,32,34,,,,,85,89,58,64,70,95,4,6,3,7,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Bhadrak,4,8,24,26,30,31,,,,,91,95,66,72,130,160,2,4,5,9,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Balangir,5,10,23,25,33,35,,,,,83,87,55,60,65,90,5,7,3,6,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Boudh,5,9,22,24,32,34,,,,,84,88,57,62,75,100,4,6,3,7,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Cuttack,4,8,24,26,30,32,,,,,89,93,64,69,110,140,3,5,5,8,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Deogarh,5,10,22,24,31,33,,,,,86,90,59,63,80,105,4,6,3,7,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Dhenkanal,4,9,23,25,31,33,,,,,87,91,61,66,95,120,3,5,4,8,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Gajapati,5,9,22,24,29,31,,,,,92,96,68,74,140,170,2,4,4,7,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Ganjam,5,9,23,25,30,32,,,,,91,95,67,72,135,165,2,4,5,8,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Jagatsinghapur,4,8,24,26,30,31,,,,,92,96,68,74,140,170,2,4,5,9,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Jajpur,4,8,24,26,30,32,,,,,90,94,65,70,120,150,3,5,5,9,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Jharsuguda,5,10,23,25,32,34,,,,,84,88,57,62,75,95,4,6,3,7,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Kalahandi,5,10,22,24,33,35,,,,,82,86,54,59,60,85,5,7,3,6,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Kandhamal,6,10,21,23,30,32,,,,,88,92,60,65,110,140,3,5,3,6,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Kendrapara,4,8,24,26,30,31,,,,,92,96,68,74,140,175,2,4,5,9,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Keonjhar,5,9,22,24,31,33,,,,,87,91,60,65,95,120,3,5,4,7,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Khordha,4,8,24,26,30,32,,,,,91,95,66,72,130,160,2,4,5,8,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Koraput,6,10,20,22,28,30,,,,,93,97,70,76,150,180,2,4,3,6,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Malkangiri,6,10,21,23,29,31,,,,,94,98,72,78,160,190,2,4,3,6,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Mayurbhanj,5,9,22,24,31,33,,,,,88,92,61,66,100,130,3,5,4,7,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Nabarangpur,6,10,21,23,29,31,,,,,93,97,70,75,150,180,2,4,3,6,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Nayagarh,5,9,22,24,31,33,,,,,87,91,60,65,95,120,3,5,4,7,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Nuapada,5,10,23,25,32,34,,,,,83,87,56,60,65,90,5,7,3,6,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Puri,4,8,24,26,30,31,,,,,92,96,68,74,140,175,2,4,5,9,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Rayagada,6,10,21,23,29,31,,,,,94,98,72,78,155,185,2,4,3,6,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Sambalpur,5,10,23,25,32,34,,,,,84,88,58,63,75,100,4,6,3,7,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Sonepur,5,10,23,25,32,34,,,,,83,87,56,60,70,95,5,7,3,6,fusarium-wilt
Kharif,Redgram,Fusarium Wilt,Odisha,Sundargarh,5,9,22,24,31,33,,,,,86,90,59,64,90,115,3,5,4,7,fusarium-wilt
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Angul,7,14,24,26,30,32,,,,,86,92,64,70,85,115,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Balasore,7,13,25,27,29,31,,,,,88,94,66,72,95,130,3,5,4,7,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Bargarh,8,14,23,25,31,33,,,,,84,90,62,68,80,110,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Bhadrak,7,13,25,27,29,30,,,,,90,96,68,74,100,135,3,5,4,7,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Balangir,8,14,24,26,32,34,,,,,82,88,60,66,75,100,4,6,3,5,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Boudh,8,14,23,25,31,33,,,,,84,90,62,68,80,110,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Cuttack,7,13,25,27,29,31,,,,,88,94,66,72,95,130,3,5,4,7,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Deogarh,8,14,23,25,30,32,,,,,86,92,64,70,85,115,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Dhenkanal,7,14,24,26,30,32,,,,,86,92,64,70,85,115,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Gajapati,8,14,23,25,28,30,,,,,92,98,70,76,105,145,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Ganjam,8,14,24,26,29,31,,,,,90,96,68,74,100,140,3,5,4,7,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Jagatsinghapur,7,13,25,27,29,30,,,,,92,98,70,76,105,145,3,5,4,7,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Jajpur,7,13,25,27,29,31,,,,,90,96,68,74,100,135,3,5,4,7,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Jharsuguda,8,14,24,26,31,33,,,,,84,90,62,68,80,110,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Kalahandi,8,14,23,25,32,34,,,,,82,88,60,66,75,100,4,6,3,5,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Kandhamal,9,15,22,24,29,31,,,,,86,92,64,70,90,120,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Kendrapara,7,13,25,27,29,30,,,,,92,98,70,76,105,145,3,5,4,7,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Keonjhar,8,14,23,25,30,32,,,,,86,92,64,70,85,115,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Khordha,7,13,25,27,29,31,,,,,90,96,68,74,100,140,3,5,4,7,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Koraput,9,15,21,23,27,29,,,,,94,99,72,78,110,150,3,5,3,5,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Malkangiri,9,15,22,24,28,30,,,,,96,100,74,80,115,160,3,5,3,5,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Mayurbhanj,8,14,23,25,30,32,,,,,86,92,64,70,90,120,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Nabarangpur,9,15,22,24,28,30,,,,,94,99,72,78,110,150,3,5,3,5,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Nayagarh,8,14,23,25,30,32,,,,,86,92,64,70,85,115,3,5,3,6,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Nuapada,8,14,24,26,31,33,,,,,84,90,62,68,80,110,3,5,3,5,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Puri,7,13,25,27,29,30,,,,,92,98,70,76,105,145,3,5,4,7,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Rayagada,9,15,22,24,28,30,,,,,96,100,74,80,115,160,3,5,3,5,cercospora-leaf-spot
Kharif,Redgram,Cercospora Leaf Spot,Odisha,Sambalpur,8,14,24,26,31,33,,,,,86,92,64,70,85,115,3,5,3,6,cercospora-leaf-spot
